goal,difficulty,age,weight_kg,height_cm,gender,activity_level,muscle_group,exercise_name,exercise_type,sets,reps,duration_sec,rest_sec,order_in_workout,met_value,estimated_calories
Weight Loss,Beginner,45,107,174,female,very_active,Full Body,Burpees,cardio,2,0,24,24,3,10.0,14.3
Weight Loss,Beginner,45,107,174,female,very_active,Legs,Lunges,strength,2,12,0,24,4,4.5,17.7
Weight Loss,Intermediate,42,105,187,female,very_active,Cardio,Kettlebell Swing,cardio,3,0,30,30,1,9.0,23.6
Weight Loss,Intermediate,42,105,187,female,very_active,Core,Crunches,strength,3,15,0,30,2,3.0,19.7
Weight Loss,Intermediate,42,105,187,female,very_active,Full Body,Clean and Press,cardio,3,0,30,30,3,9.0,23.6
Weight Loss,Intermediate,42,105,187,female,very_active,Legs,Calf Raises,strength,3,15,0,30,4,2.5,16.4
Weight Loss,Beginner,38,85,189,male,active,Cardio,Running,cardio,2,0,24,24,1,9.8,11.1
Weight Loss,Beginner,38,85,189,male,active,Core,Crunches,strength,2,12,0,24,2,3.0,9.3
Weight Loss,Beginner,38,85,189,male,active,Full Body,Burpees,cardio,2,0,24,24,3,10.0,11.3
Weight Loss,Beginner,38,85,189,male,active,Legs,Squat,strength,2,12,0,24,4,6.0,18.7
Muscle Gain,Advanced,48,50,157,female,sedentary,Chest,Incline Dumbbell Press,strength,4,9,0,108,1,4.5,29.2
Muscle Gain,Advanced,48,50,157,female,sedentary,Back,Lat Pulldown,strength,4,9,0,108,2,3.5,22.8
Muscle Gain,Advanced,48,50,157,female,sedentary,Legs,Leg Press,strength,4,9,0,108,3,5.0,32.5
Muscle Gain,Advanced,48,50,157,female,sedentary,Shoulders,Arnold Press,strength,4,9,0,108,4,4.0,26.0
Muscle Gain,Advanced,48,50,157,female,sedentary,Arms,Skull Crushers,strength,4,9,0,108,5,3.5,22.8
Weight Loss,Intermediate,45,85,180,female,light,Cardio,Cycling,cardio,3,0,30,30,1,7.5,15.9
Weight Loss,Intermediate,45,85,180,female,light,Core,Crunches,strength,3,15,0,30,2,3.0,15.9
Weight Loss,Intermediate,45,85,180,female,light,Full Body,Clean and Press,cardio,3,0,30,30,3,9.0,19.1
Weight Loss,Intermediate,45,85,180,female,light,Legs,Romanian Deadlift,strength,3,15,0,30,4,5.0,26.6
Weight Loss,Beginner,53,113,181,female,sedentary,Cardio,Running,cardio,2,0,24,24,1,9.8,14.8
Weight Loss,Beginner,53,113,181,female,sedentary,Core,Plank,strength,2,12,0,24,2,3.5,14.5
Weight Loss,Beginner,53,113,181,female,sedentary,Full Body,Battle Ropes,cardio,2,0,24,24,3,10.0,15.1
Weight Loss,Beginner,53,113,181,female,sedentary,Legs,Romanian Deadlift,strength,2,12,0,24,4,5.0,20.7
Weight Loss,Beginner,30,95,189,male,light,Cardio,Burpees,cardio,2,0,24,24,1,10.0,12.7
Weight Loss,Beginner,30,95,189,male,light,Core,Ab Wheel Rollout,strength,2,12,0,24,2,4.0,13.9
Weight Loss,Beginner,30,95,189,male,light,Full Body,Burpees,cardio,2,0,24,24,3,10.0,12.7
Weight Loss,Beginner,30,95,189,male,light,Legs,Leg Press,strength,2,12,0,24,4,5.0,17.4
Muscle Gain,Intermediate,22,82,155,female,sedentary,Chest,Incline Dumbbell Press,strength,4,8,0,90,1,4.5,46.7
Muscle Gain,Intermediate,22,82,155,female,sedentary,Back,Seated Cable Row,strength,4,8,0,90,2,3.5,36.4
Muscle Gain,Intermediate,22,82,155,female,sedentary,Legs,Leg Press,strength,4,8,0,90,3,5.0,51.9
Muscle Gain,Intermediate,22,82,155,female,sedentary,Shoulders,Overhead Press,strength,4,8,0,90,4,5.0,51.9
Muscle Gain,Intermediate,22,82,155,female,sedentary,Arms,Hammer Curl,strength,4,8,0,90,5,3.0,31.2
Maintain Weight,Beginner,30,82,188,male,moderate,Cardio,Mountain Climbers,cardio,2,0,24,48,1,8.0,8.7
Maintain Weight,Beginner,30,82,188,male,moderate,Core,Plank,strength,2,9,0,48,2,3.5,13.9
Maintain Weight,Beginner,30,82,188,male,moderate,Chest,Dips,strength,2,9,0,48,3,4.0,15.9
Maintain Weight,Beginner,30,82,188,male,moderate,Legs,Romanian Deadlift,strength,2,9,0,48,4,5.0,19.8
Maintain Weight,Beginner,30,82,188,male,moderate,Shoulders,Overhead Press,strength,2,9,0,48,5,5.0,19.8
Weight Loss,Advanced,22,52,177,male,very_active,Cardio,Box Jumps,cardio,3,0,36,36,1,10.0,15.6
Weight Loss,Advanced,22,52,177,male,very_active,Core,Crunches,strength,3,18,0,36,2,3.0,10.9
Weight Loss,Advanced,22,52,177,male,very_active,Full Body,Kettlebell Swing,cardio,3,0,36,36,3,9.0,14.0
Weight Loss,Advanced,22,52,177,male,very_active,Legs,Lunges,strength,3,18,0,36,4,4.5,16.4
Weight Loss,Beginner,31,50,199,male,active,Cardio,Kettlebell Swing,cardio,2,0,24,24,1,9.0,6.0
Weight Loss,Beginner,31,50,199,male,active,Core,Plank,strength,2,12,0,24,2,3.5,6.4
Weight Loss,Beginner,31,50,199,male,active,Full Body,Burpees,cardio,2,0,24,24,3,10.0,6.7
Weight Loss,Beginner,31,50,199,male,active,Legs,Leg Press,strength,2,12,0,24,4,5.0,9.2
Maintain Weight,Advanced,43,83,157,male,light,Cardio,Cycling,cardio,3,0,36,72,1,7.5,18.7
Maintain Weight,Advanced,43,83,157,male,light,Core,Plank,strength,3,14,0,72,2,3.5,24.7
Maintain Weight,Advanced,43,83,157,male,light,Chest,Cable Fly,strength,3,14,0,72,3,3.5,24.7
Maintain Weight,Advanced,43,83,157,male,light,Legs,Calf Raises,strength,3,14,0,72,4,2.5,17.6
Maintain Weight,Advanced,43,83,157,male,light,Shoulders,Front Raise,strength,3,14,0,72,5,3.0,21.2
Weight Loss,Beginner,40,63,156,male,moderate,Cardio,Mountain Climbers,cardio,2,0,24,24,1,8.0,6.7
Weight Loss,Beginner,40,63,156,male,moderate,Core,Leg Raises,strength,2,12,0,24,2,3.0,6.9
Weight Loss,Beginner,40,63,156,male,moderate,Full Body,Kettlebell Swing,cardio,2,0,24,24,3,9.0,7.6
Weight Loss,Beginner,40,63,156,male,moderate,Legs,Leg Press,strength,2,12,0,24,4,5.0,11.6
Muscle Gain,Intermediate,47,100,188,female,sedentary,Chest,Bench Press,strength,4,8,0,90,1,5.0,63.3
Muscle Gain,Intermediate,47,100,188,female,sedentary,Back,Lat Pulldown,strength,4,8,0,90,2,3.5,44.3
Muscle Gain,Intermediate,47,100,188,female,sedentary,Legs,Leg Press,strength,4,8,0,90,3,5.0,63.3
Muscle Gain,Intermediate,47,100,188,female,sedentary,Shoulders,Front Raise,strength,4,8,0,90,4,3.0,38.0
Muscle Gain,Intermediate,47,100,188,female,sedentary,Arms,Bicep Curl,strength,4,8,0,90,5,3.0,38.0
Weight Loss,Beginner,21,59,171,female,sedentary,Cardio,Cycling,cardio,2,0,24,24,1,7.5,5.9
Weight Loss,Beginner,21,59,171,female,sedentary,Core,Leg Raises,strength,2,12,0,24,2,3.0,6.5
Weight Loss,Beginner,21,59,171,female,sedentary,Full Body,Battle Ropes,cardio,2,0,24,24,3,10.0,7.9
Weight Loss,Beginner,21,59,171,female,sedentary,Legs,Leg Press,strength,2,12,0,24,4,5.0,10.8
Muscle Gain,Beginner,19,92,165,male,sedentary,Chest,Incline Dumbbell Press,strength,3,6,0,72,1,4.5,37.3
Muscle Gain,Beginner,19,92,165,male,sedentary,Back,Lat Pulldown,strength,3,6,0,72,2,3.5,29.0
Muscle Gain,Beginner,19,92,165,male,sedentary,Legs,Romanian Deadlift,strength,3,6,0,72,3,5.0,41.4
Muscle Gain,Beginner,19,92,165,male,sedentary,Shoulders,Overhead Press,strength,3,6,0,72,4,5.0,41.4
Muscle Gain,Beginner,19,92,165,male,sedentary,Arms,Hammer Curl,strength,3,6,0,72,5,3.0,24.8
Maintain Weight,Advanced,46,81,173,male,very_active,Cardio,Jump Rope,cardio,3,0,36,72,1,12.3,29.9
Maintain Weight,Advanced,46,81,173,male,very_active,Core,Leg Raises,strength,3,14,0,72,2,3.0,20.7
Maintain Weight,Advanced,46,81,173,male,very_active,Chest,Push Up,strength,3,14,0,72,3,3.8,26.2
Maintain Weight,Advanced,46,81,173,male,very_active,Legs,Calf Raises,strength,3,14,0,72,4,2.5,17.2
Maintain Weight,Advanced,46,81,173,male,very_active,Shoulders,Face Pull,strength,3,14,0,72,5,3.0,20.7
Muscle Gain,Beginner,22,61,180,female,light,Chest,Bench Press,strength,3,6,0,72,1,5.0,27.4
Muscle Gain,Beginner,22,61,180,female,light,Back,Deadlift,strength,3,6,0,72,2,6.0,32.9
Muscle Gain,Beginner,22,61,180,female,light,Legs,Calf Raises,strength,3,6,0,72,3,2.5,13.7
Muscle Gain,Beginner,22,61,180,female,light,Shoulders,Front Raise,strength,3,6,0,72,4,3.0,16.5
Muscle Gain,Beginner,22,61,180,female,light,Arms,Bicep Curl,strength,3,6,0,72,5,3.0,16.5
Muscle Gain,Beginner,39,105,184,male,very_active,Chest,Bench Press,strength,3,6,0,72,1,5.0,47.2
Muscle Gain,Beginner,39,105,184,male,very_active,Back,Deadlift,strength,3,6,0,72,2,6.0,56.7
Muscle Gain,Beginner,39,105,184,male,very_active,Legs,Romanian Deadlift,strength,3,6,0,72,3,5.0,47.2
Muscle Gain,Beginner,39,105,184,male,very_active,Shoulders,Overhead Press,strength,3,6,0,72,4,5.0,47.2
Muscle Gain,Beginner,39,105,184,male,very_active,Arms,Bicep Curl,strength,3,6,0,72,5,3.0,28.3
Maintain Weight,Beginner,32,96,176,female,light,Cardio,Cycling,cardio,2,0,24,48,1,7.5,9.6
Maintain Weight,Beginner,32,96,176,female,light,Core,Crunches,strength,2,9,0,48,2,3.0,13.9
Maintain Weight,Beginner,32,96,176,female,light,Chest,Dips,strength,2,9,0,48,3,4.0,18.6
Maintain Weight,Beginner,32,96,176,female,light,Legs,Leg Press,strength,2,9,0,48,4,5.0,23.2
Maintain Weight,Beginner,32,96,176,female,light,Shoulders,Front Raise,strength,2,9,0,48,5,3.0,13.9
Maintain Weight,Advanced,20,72,197,male,active,Cardio,Box Jumps,cardio,3,0,36,72,1,10.0,21.6
Maintain Weight,Advanced,20,72,197,male,active,Core,Crunches,strength,3,14,0,72,2,3.0,18.4
Maintain Weight,Advanced,20,72,197,male,active,Chest,Push Up,strength,3,14,0,72,3,3.8,23.3
Maintain Weight,Advanced,20,72,197,male,active,Legs,Lunges,strength,3,14,0,72,4,4.5,27.5
Maintain Weight,Advanced,20,72,197,male,active,Shoulders,Front Raise,strength,3,14,0,72,5,3.0,18.4
Maintain Weight,Beginner,54,77,164,male,sedentary,Cardio,Running,cardio,2,0,24,48,1,9.8,10.1
Maintain Weight,Beginner,54,77,164,male,sedentary,Core,Crunches,strength,2,9,0,48,2,3.0,11.2
Maintain Weight,Beginner,54,77,164,male,sedentary,Chest,Cable Fly,strength,2,9,0,48,3,3.5,13.0
Maintain Weight,Beginner,54,77,164,male,sedentary,Legs,Squat,strength,2,9,0,48,4,6.0,22.3
Maintain Weight,Beginner,54,77,164,male,sedentary,Shoulders,Overhead Press,strength,2,9,0,48,5,5.0,18.6
Weight Loss,Beginner,21,59,157,male,very_active,Cardio,Jump Rope,cardio,2,0,24,24,1,12.3,9.7
Weight Loss,Beginner,21,59,157,male,very_active,Core,Leg Raises,strength,2,12,0,24,2,3.0,6.5
Weight Loss,Beginner,21,59,157,male,very_active,Full Body,Kettlebell Swing,cardio,2,0,24,24,3,9.0,7.1
Weight Loss,Beginner,21,59,157,male,very_active,Legs,Squat,strength,2,12,0,24,4,6.0,13.0
Maintain Weight,Intermediate,54,55,180,female,light,Cardio,Burpees,cardio,3,0,30,60,1,10.0,13.8
Maintain Weight,Intermediate,54,55,180,female,light,Core,Russian Twist,strength,3,12,0,60,2,3.5,15.4
Maintain Weight,Intermediate,54,55,180,female,light,Chest,Dips,strength,3,12,0,60,3,4.0,17.6
Maintain Weight,Intermediate,54,55,180,female,light,Legs,Calf Raises,strength,3,12,0,60,4,2.5,11.0
Maintain Weight,Intermediate,54,55,180,female,light,Shoulders,Overhead Press,strength,3,12,0,60,5,5.0,22.0
Weight Loss,Beginner,39,70,160,female,active,Cardio,Kettlebell Swing,cardio,2,0,24,24,1,9.0,8.4
Weight Loss,Beginner,39,70,160,female,active,Core,Russian Twist,strength,2,12,0,24,2,3.5,9.0
Weight Loss,Beginner,39,70,160,female,active,Full Body,Burpees,cardio,2,0,24,24,3,10.0,9.3
Weight Loss,Beginner,39,70,160,female,active,Legs,Lunges,strength,2,12,0,24,4,4.5,11.6
Maintain Weight,Advanced,54,85,178,male,light,Cardio,Cycling,cardio,3,0,36,72,1,7.5,19.1
Maintain Weight,Advanced,54,85,178,male,light,Core,Leg Raises,strength,3,14,0,72,2,3.0,21.7
Maintain Weight,Advanced,54,85,178,male,light,Chest,Incline Dumbbell Press,strength,3,14,0,72,3,4.5,32.5
Maintain Weight,Advanced,54,85,178,male,light,Legs,Romanian Deadlift,strength,3,14,0,72,4,5.0,36.1
Maintain Weight,Advanced,54,85,178,male,light,Shoulders,Overhead Press,strength,3,14,0,72,5,5.0,36.1
Muscle Gain,Intermediate,19,57,180,male,very_active,Chest,Cable Fly,strength,4,8,0,90,1,3.5,25.3
Muscle Gain,Intermediate,19,57,180,male,very_active,Back,Seated Cable Row,strength,4,8,0,90,2,3.5,25.3
Muscle Gain,Intermediate,19,57,180,male,very_active,Legs,Leg Press,strength,4,8,0,90,3,5.0,36.1
Muscle Gain,Intermediate,19,57,180,male,very_active,Shoulders,Arnold Press,strength,4,8,0,90,4,4.0,28.9
Muscle Gain,Intermediate,19,57,180,male,very_active,Arms,Hammer Curl,strength,4,8,0,90,5,3.0,21.7
Weight Loss,Beginner,29,96,155,female,very_active,Cardio,Kettlebell Swing,cardio,2,0,24,24,1,9.0,11.5
Weight Loss,Beginner,29,96,155,female,very_active,Core,Russian Twist,strength,2,12,0,24,2,3.5,12.3
Weight Loss,Beginner,29,96,155,female,very_active,Full Body,Clean and Press,cardio,2,0,24,24,3,9.0,11.5
Weight Loss,Beginner,29,96,155,female,very_active,Legs,Calf Raises,strength,2,12,0,24,4,2.5,8.8
Maintain Weight,Advanced,50,55,164,male,light,Cardio,Cycling,cardio,3,0,36,72,1,7.5,12.4
Maintain Weight,Advanced,50,55,164,male,light,Core,Crunches,strength,3,14,0,72,2,3.0,14.0
Maintain Weight,Advanced,50,55,164,male,light,Chest,Dips,strength,3,14,0,72,3,4.0,18.7
Maintain Weight,Advanced,50,55,164,male,light,Legs,Leg Press,strength,3,14,0,72,4,5.0,23.4
Maintain Weight,Advanced,50,55,164,male,light,Shoulders,Arnold Press,strength,3,14,0,72,5,4.0,18.7
Weight Loss,Advanced,54,66,163,male,moderate,Cardio,Kettlebell Swing,cardio,3,0,36,36,1,9.0,17.8
Weight Loss,Advanced,54,66,163,male,moderate,Core,Plank,strength,3,18,0,36,2,3.5,16.2
Weight Loss,Advanced,54,66,163,male,moderate,Full Body,Battle Ropes,cardio,3,0,36,36,3,10.0,19.8
Weight Loss,Advanced,54,66,163,male,moderate,Legs,Romanian Deadlift,strength,3,18,0,36,4,5.0,23.1
Muscle Gain,Intermediate,28,58,188,female,moderate,Chest,Incline Dumbbell Press,strength,4,8,0,90,1,4.5,33.1
Muscle Gain,Intermediate,28,58,188,female,moderate,Back,Pull Up,strength,4,8,0,90,2,5.0,36.7
Muscle Gain,Intermediate,28,58,188,female,moderate,Legs,Romanian Deadlift,strength,4,8,0,90,3,5.0,36.7
Muscle Gain,Intermediate,28,58,188,female,moderate,Shoulders,Face Pull,strength,4,8,0,90,4,3.0,22.0
Muscle Gain,Intermediate,28,58,188,female,moderate,Arms,Hammer Curl,strength,4,8,0,90,5,3.0,22.0
Weight Loss,Beginner,31,109,184,male,very_active,Cardio,Box Jumps,cardio,2,0,24,24,1,10.0,14.5
Weight Loss,Beginner,31,109,184,male,very_active,Core,Ab Wheel Rollout,strength,2,12,0,24,2,4.0,16.0
Weight Loss,Beginner,31,109,184,male,very_active,Full Body,Thruster,cardio,2,0,24,24,3,9.5,13.8
Weight Loss,Beginner,31,109,184,male,very_active,Legs,Lunges,strength,2,12,0,24,4,4.5,18.0
Muscle Gain,Intermediate,21,91,179,female,moderate,Chest,Dips,strength,4,8,0,90,1,4.0,46.1
Muscle Gain,Intermediate,21,91,179,female,moderate,Back,Pull Up,strength,4,8,0,90,2,5.0,57.6
Muscle Gain,Intermediate,21,91,179,female,moderate,Legs,Squat,strength,4,8,0,90,3,6.0,69.2
Muscle Gain,Intermediate,21,91,179,female,moderate,Shoulders,Overhead Press,strength,4,8,0,90,4,5.0,57.6
Muscle Gain,Intermediate,21,91,179,female,moderate,Arms,Bicep Curl,strength,4,8,0,90,5,3.0,34.6
Weight Loss,Advanced,19,102,194,female,moderate,Cardio,Mountain Climbers,cardio,3,0,36,36,1,8.0,24.5
Weight Loss,Advanced,19,102,194,female,moderate,Core,Russian Twist,strength,3,18,0,36,2,3.5,25.0
Weight Loss,Advanced,19,102,194,female,moderate,Full Body,Thruster,cardio,3,0,36,36,3,9.5,29.1
Weight Loss,Advanced,19,102,194,female,moderate,Legs,Lunges,strength,3,18,0,36,4,4.5,32.1
Muscle Gain,Advanced,46,82,184,male,moderate,Chest,Cable Fly,strength,4,9,0,108,1,3.5,37.3
Muscle Gain,Advanced,46,82,184,male,moderate,Back,Seated Cable Row,strength,4,9,0,108,2,3.5,37.3
Muscle Gain,Advanced,46,82,184,male,moderate,Legs,Squat,strength,4,9,0,108,3,6.0,64.0
Muscle Gain,Advanced,46,82,184,male,moderate,Shoulders,Overhead Press,strength,4,9,0,108,4,5.0,53.3
Muscle Gain,Advanced,46,82,184,male,moderate,Arms,Concentration Curl,strength,4,9,0,108,5,2.8,29.8
Weight Loss,Advanced,50,117,176,female,light,Cardio,Box Jumps,cardio,3,0,36,36,1,10.0,35.1
Weight Loss,Advanced,50,117,176,female,light,Core,Russian Twist,strength,3,18,0,36,2,3.5,28.7
Weight Loss,Advanced,50,117,176,female,light,Full Body,Kettlebell Swing,cardio,3,0,36,36,3,9.0,31.6
Weight Loss,Advanced,50,117,176,female,light,Legs,Squat,strength,3,18,0,36,4,6.0,49.1
Muscle Gain,Intermediate,30,80,190,male,active,Chest,Dips,strength,4,8,0,90,1,4.0,40.5
Muscle Gain,Intermediate,30,80,190,male,active,Back,Seated Cable Row,strength,4,8,0,90,2,3.5,35.5
Muscle Gain,Intermediate,30,80,190,male,active,Legs,Calf Raises,strength,4,8,0,90,3,2.5,25.3
Muscle Gain,Intermediate,30,80,190,male,active,Shoulders,Arnold Press,strength,4,8,0,90,4,4.0,40.5
Muscle Gain,Intermediate,30,80,190,male,active,Arms,Skull Crushers,strength,4,8,0,90,5,3.5,35.5
Weight Loss,Intermediate,44,85,190,female,moderate,Cardio,Burpees,cardio,3,0,30,30,1,10.0,21.2
Weight Loss,Intermediate,44,85,190,female,moderate,Core,Ab Wheel Rollout,strength,3,15,0,30,2,4.0,21.2
Weight Loss,Intermediate,44,85,190,female,moderate,Full Body,Clean and Press,cardio,3,0,30,30,3,9.0,19.1
Weight Loss,Intermediate,44,85,190,female,moderate,Legs,Lunges,strength,3,15,0,30,4,4.5,23.9
Muscle Gain,Intermediate,23,72,180,female,moderate,Chest,Cable Fly,strength,4,8,0,90,1,3.5,31.9
Muscle Gain,Intermediate,23,72,180,female,moderate,Back,Deadlift,strength,4,8,0,90,2,6.0,54.7
Muscle Gain,Intermediate,23,72,180,female,moderate,Legs,Calf Raises,strength,4,8,0,90,3,2.5,22.8
Muscle Gain,Intermediate,23,72,180,female,moderate,Shoulders,Lateral Raise,strength,4,8,0,90,4,3.0,27.4
Muscle Gain,Intermediate,23,72,180,female,moderate,Arms,Bicep Curl,strength,4,8,0,90,5,3.0,27.4
Weight Loss,Advanced,29,117,159,female,very_active,Cardio,Battle Ropes,cardio,3,0,36,36,1,10.0,35.1
Weight Loss,Advanced,29,117,159,female,very_active,Core,Crunches,strength,3,18,0,36,2,3.0,24.6
Weight Loss,Advanced,29,117,159,female,very_active,Full Body,Burpees,cardio,3,0,36,36,3,10.0,35.1
Weight Loss,Advanced,29,117,159,female,very_active,Legs,Romanian Deadlift,strength,3,18,0,36,4,5.0,41.0
Maintain Weight,Intermediate,26,100,183,female,sedentary,Cardio,Kettlebell Swing,cardio,3,0,30,60,1,9.0,22.5
Maintain Weight,Intermediate,26,100,183,female,sedentary,Core,Russian Twist,strength,3,12,0,60,2,3.5,28.0
Maintain Weight,Intermediate,26,100,183,female,sedentary,Chest,Bench Press,strength,3,12,0,60,3,5.0,40.0
Maintain Weight,Intermediate,26,100,183,female,sedentary,Legs,Calf Raises,strength,3,12,0,60,4,2.5,20.0
Maintain Weight,Intermediate,26,100,183,female,sedentary,Shoulders,Face Pull,strength,3,12,0,60,5,3.0,24.0
Muscle Gain,Intermediate,53,103,177,male,sedentary,Chest,Incline Dumbbell Press,strength,4,8,0,90,1,4.5,58.7
Muscle Gain,Intermediate,53,103,177,male,sedentary,Back,Seated Cable Row,strength,4,8,0,90,2,3.5,45.7
Muscle Gain,Intermediate,53,103,177,male,sedentary,Legs,Squat,strength,4,8,0,90,3,6.0,78.3
Muscle Gain,Intermediate,53,103,177,male,sedentary,Shoulders,Face Pull,strength,4,8,0,90,4,3.0,39.1
Muscle Gain,Intermediate,53,103,177,male,sedentary,Arms,Bicep Curl,strength,4,8,0,90,5,3.0,39.1
Muscle Gain,Beginner,43,90,189,male,active,Chest,Bench Press,strength,3,6,0,72,1,5.0,40.5
Muscle Gain,Beginner,43,90,189,male,active,Back,Deadlift,strength,3,6,0,72,2,6.0,48.6
Muscle Gain,Beginner,43,90,189,male,active,Legs,Lunges,strength,3,6,0,72,3,4.5,36.4
Muscle Gain,Beginner,43,90,189,male,active,Shoulders,Lateral Raise,strength,3,6,0,72,4,3.0,24.3
Muscle Gain,Beginner,43,90,189,male,active,Arms,Tricep Pushdown,strength,3,6,0,72,5,3.0,24.3
Maintain Weight,Intermediate,44,66,197,male,active,Cardio,Burpees,cardio,3,0,30,60,1,10.0,16.5
Maintain Weight,Intermediate,44,66,197,male,active,Core,Russian Twist,strength,3,12,0,60,2,3.5,18.5
Maintain Weight,Intermediate,44,66,197,male,active,Chest,Bench Press,strength,3,12,0,60,3,5.0,26.4
Maintain Weight,Intermediate,44,66,197,male,active,Legs,Romanian Deadlift,strength,3,12,0,60,4,5.0,26.4
Maintain Weight,Intermediate,44,66,197,male,active,Shoulders,Face Pull,strength,3,12,0,60,5,3.0,15.8
Weight Loss,Beginner,46,112,197,female,light,Cardio,Cycling,cardio,2,0,24,24,1,7.5,11.2
Weight Loss,Beginner,46,112,197,female,light,Core,Crunches,strength,2,12,0,24,2,3.0,12.3
Weight Loss,Beginner,46,112,197,female,light,Full Body,Battle Ropes,cardio,2,0,24,24,3,10.0,14.9
Weight Loss,Beginner,46,112,197,female,light,Legs,Squat,strength,2,12,0,24,4,6.0,24.6
Maintain Weight,Beginner,37,98,174,female,active,Cardio,Mountain Climbers,cardio,2,0,24,48,1,8.0,10.5
Maintain Weight,Beginner,37,98,174,female,active,Core,Ab Wheel Rollout,strength,2,9,0,48,2,4.0,18.9
Maintain Weight,Beginner,37,98,174,female,active,Chest,Bench Press,strength,2,9,0,48,3,5.0,23.7
Maintain Weight,Beginner,37,98,174,female,active,Legs,Squat,strength,2,9,0,48,4,6.0,28.4
Maintain Weight,Beginner,37,98,174,female,active,Shoulders,Face Pull,strength,2,9,0,48,5,3.0,14.2
Muscle Gain,Advanced,36,111,186,female,very_active,Chest,Bench Press,strength,4,9,0,108,1,5.0,72.2
Muscle Gain,Advanced,36,111,186,female,very_active,Back,Seated Cable Row,strength,4,9,0,108,2,3.5,50.5
Muscle Gain,Advanced,36,111,186,female,very_active,Legs,Calf Raises,strength,4,9,0,108,3,2.5,36.1
Muscle Gain,Advanced,36,111,186,female,very_active,Shoulders,Front Raise,strength,4,9,0,108,4,3.0,43.3
Muscle Gain,Advanced,36,111,186,female,very_active,Arms,Tricep Pushdown,strength,4,9,0,108,5,3.0,43.3
Weight Loss,Intermediate,19,87,158,male,very_active,Cardio,Mountain Climbers,cardio,3,0,30,30,1,8.0,17.4
Weight Loss,Intermediate,19,87,158,male,very_active,Core,Russian Twist,strength,3,15,0,30,2,3.5,19.0
Weight Loss,Intermediate,19,87,158,male,very_active,Full Body,Kettlebell Swing,cardio,3,0,30,30,3,9.0,19.6
Weight Loss,Intermediate,19,87,158,male,very_active,Legs,Leg Press,strength,3,15,0,30,4,5.0,27.2
Maintain Weight,Intermediate,51,104,182,female,light,Cardio,Mountain Climbers,cardio,3,0,30,60,1,8.0,20.8
Maintain Weight,Intermediate,51,104,182,female,light,Core,Ab Wheel Rollout,strength,3,12,0,60,2,4.0,33.3
Maintain Weight,Intermediate,51,104,182,female,light,Chest,Bench Press,strength,3,12,0,60,3,5.0,41.6
Maintain Weight,Intermediate,51,104,182,female,light,Legs,Squat,strength,3,12,0,60,4,6.0,49.9
